14	q	32.12	91900000	94700000	gpos	25
14	q	32.13	94700000	96300000	gneg	
14	q	32.2	96300000	101400000	gpos	50
14	q	32.31	101400000	103200000	gneg	
14	q	32.32	103200000	104000000	gpos	50
14	q	32.33	104000000	107349540	gneg	
15	p	13	1	3900000	gvar	
15	p	12	3900000	8700000	stalk	
15	p	11.2	8700000	15800000	gvar	
15	p	11.1	15800000	19000000	acen	
15	q	11.1	19000000	20700000	acen	
15	q	11.2	20700000	25700000	gneg	
15	q	12	25700000	28100000	gpos	50
15	q	13.1	28100000	30300000	gneg	
15	q	13.2	30300000	31200000	gpos	50
15	q	13.3	31200000	33600000	gneg	
15	q	14	33600000	40100000	gpos	75
15	q	15.1	40100000	42800000	gneg	
15	q	15.2	42800000	43600000	gpos	25
15	q	15.3	43600000	44800000	gneg	
15	q	21.1	44800000	49500000	gpos	75
15	q	21.2	49500000	52900000	gneg	
15	q	21.3	52900000	59100000	gpos	75
15	q	22.1	59100000	59300000	gneg	
15	q	22.2	59300000	63700000	gpos	25
15	q	22.31	63700000	67200000	gneg	
15	q	22.32	67200000	67300000	gpos	25
